uf,data,preco_medio,desvio_padrao
BAHIA,2004-10-03,2.23,0.095
CEARA,2004-10-03,2.286,0.055
MARANHAO,2004-10-03,2.184,0.156
PARAIBA,2004-10-03,2.079,0.058
PERNAMBUCO,2004-10-03,2.145,0.076
PIAUI,2004-10-03,2.197,0.043
RIO GRANDE DO NORTE,2004-10-03,2.119,0.043
SERGIPE,2004-10-03,2.123,0.037000000000000005
ACRE,2004-10-03,2.568,0.165
AMAPA,2004-10-03,2.411,0.128
AMAZONAS,2004-10-03,2.2430000000000003,0.075
PARA,2004-10-03,2.422,0.146
RONDONIA,2004-10-03,2.47,0.127
RORAIMA,2004-10-03,2.156,0.019
TOCANTINS,2004-10-03,2.287,0.055
ESPIRITO SANTO,2004-10-03,2.166,0.044
MINAS GERAIS,2004-10-03,2.129,0.103
RIO DE JANEIRO,2004-10-03,2.184,0.108
SAO PAULO,2004-10-03,2.0340000000000003,0.092
PARANA,2004-10-03,2.126,0.08800000000000001
RIO GRANDE DO SUL,2004-10-03,2.281,0.113
SANTA CATARINA,2004-10-03,2.2030000000000003,0.048
DISTRITO FEDERAL,2004-10-10,2.013,0.054000000000000006
GOIAS,2004-10-10,2.1630000000000003,0.063
MATO GROSSO,2004-10-10,2.557,0.081
MATO GROSSO DO SUL,2004-10-10,2.357,0.039
ALAGOAS,2004-10-10,2.205,0.043
BAHIA,2004-10-10,2.229,0.099
CEARA,2004-10-10,2.285,0.057
MARANHAO,2004-10-10,2.188,0.145
PARAIBA,2004-10-10,2.074,0.062
PERNAMBUCO,2004-10-10,2.144,0.077
PIAUI,2004-10-10,2.197,0.039
RIO GRANDE DO NORTE,2004-10-10,2.117,0.047
SERGIPE,2004-10-10,2.124,0.036000000000000004
ACRE,2004-10-10,2.57,0.165
AMAPA,2004-10-10,2.397,0.106
AMAZONAS,2004-10-10,2.253,0.07200000000000001
PARA,2004-10-10,2.427,0.145
RONDONIA,2004-10-10,2.472,0.121
RORAIMA,2004-10-10,2.152,0.019
TOCANTINS,2004-10-10,2.287,0.055
ESPIRITO SANTO,2004-10-10,2.188,0.042
MINAS GERAIS,2004-10-10,2.136,0.105
RIO DE JANEIRO,2004-10-10,2.191,0.101
SAO PAULO,2004-10-10,2.041,0.09
PARANA,2004-10-10,2.141,0.071
RIO GRANDE DO SUL,2004-10-10,2.29,0.106
SANTA CATARINA,2004-10-10,2.206,0.048
DISTRITO FEDERAL,2004-10-17,2.141,0.066
GOIAS,2004-10-17,2.216,0.08800000000000001
MATO GROSSO,2004-10-17,2.628,0.077
MATO GROSSO DO SUL,2004-10-17,2.412,0.051
ALAGOAS,2004-10-17,2.241,0.054000000000000006
BAHIA,2004-10-17,2.305,0.095
CEARA,2004-10-17,2.333,0.064
MARANHAO,2004-10-17,2.242,0.118
PARAIBA,2004-10-17,2.105,0.065
PERNAMBUCO,2004-10-17,2.175,0.081
PIAUI,2004-10-17,2.242,0.062
RIO GRANDE DO NORTE,2004-10-17,2.194,0.048
SERGIPE,2004-10-17,2.165,0.035
ACRE,2004-10-17,2.619,0.179
AMAPA,2004-10-17,2.452,0.112
AMAZONAS,2004-10-17,2.302,0.075
PARA,2004-10-17,2.477,0.133
RONDONIA,2004-10-17,2.532,0.125
RORAIMA,2004-10-17,2.17,0.02
TOCANTINS,2004-10-17,2.335,0.049
ESPIRITO SANTO,2004-10-17,2.238,0.05
MINAS GERAIS,2004-10-17,2.1830000000000003,0.101
RIO DE JANEIRO,2004-10-17,2.238,0.109
SAO PAULO,2004-10-17,2.1,0.1
PARANA,2004-10-17,2.2030000000000003,0.078
RIO GRANDE DO SUL,2004-10-17,2.363,0.091
SANTA CATARINA,2004-10-17,2.276,0.064
DISTRITO FEDERAL,2004-10-24,2.17,0.017
GOIAS,2004-10-24,2.218,0.106
MATO GROSSO,2004-10-24,2.638,0.08
MATO GROSSO DO SUL,2004-10-24,2.415,0.038
ALAGOAS,2004-10-24,2.258,0.046
BAHIA,2004-10-24,2.301,0.101
CEARA,2004-10-24,2.35,0.054000000000000006
MARANHAO,2004-10-24,2.232,0.116
PARAIBA,2004-10-24,2.129,0.067
PERNAMBUCO,2004-10-24,2.224,0.079
PIAUI,2004-10-24,2.232,0.068
RIO GRANDE DO NORTE,2004-10-24,2.19,0.05
SERGIPE,2004-10-24,2.1630000000000003,0.039
ACRE,2004-10-24,2.471,0.139
AMAPA,2004-10-24,2.463,0.096
AMAZONAS,2004-10-24,2.325,0.059
PARA,2004-10-24,2.491,0.133
RONDONIA,2004-10-24,2.532,0.112
RORAIMA,2004-10-24,2.182,0.022
TOCANTINS,2004-10-24,2.34,0.063
ESPIRITO SANTO,2004-10-24,2.24,0.05
MINAS GERAIS,2004-10-24,2.18,0.104
RIO DE JANEIRO,2004-10-24,2.2430000000000003,0.104
SAO PAULO,2004-10-24,2.107,0.092
PARANA,2004-10-24,2.201,0.085
RIO GRANDE DO SUL,2004-10-24,2.355,0.108
SANTA CATARINA,2004-10-24,2.274,0.065
DISTRITO FEDERAL,2004-10-31,2.138,0.066
GOIAS,2004-10-31,2.177,0.083
MATO GROSSO,2004-10-31,2.576,0.08
MATO GROSSO DO SUL,2004-10-31,2.419,0.043
ALAGOAS,2004-10-31,2.296,0.049
BAHIA,2004-10-31,2.242,0.098
CEARA,2004-10-31,2.3280000000000003,0.053
MARANHAO,2004-10-31,2.128,0.117
PARAIBA,2004-10-31,2.146,0.069
PERNAMBUCO,2004-10-31,2.222,0.077
PIAUI,2004-10-31,2.225,0.073
RIO GRANDE DO NORTE,2004-10-31,2.211,0.048
SERGIPE,2004-10-31,2.133,0.037000000000000005
ACRE,2004-10-31,2.485,0.18
AMAPA,2004-10-31,2.336,0.106
AMAZONAS,2004-10-31,2.325,0.063
PARA,2004-10-31,2.359,0.13
RONDONIA,2004-10-31,2.443,0.119
RORAIMA,2004-10-31,2.185,0.019
TOCANTINS,2004-10-31,2.337,0.062
ESPIRITO SANTO,2004-10-31,2.23,0.045
MINAS GERAIS,2004-10-31,2.115,0.102
RIO DE JANEIRO,2004-10-31,2.175,0.108
SAO PAULO,2004-10-31,2.08,0.095
PARANA,2004-10-31,2.1630000000000003,0.086
RIO GRANDE DO SUL,2004-10-31,2.28,0.113
SANTA CATARINA,2004-10-31,2.294,0.069
DISTRITO FEDERAL,2004-11-07,2.227,0.008
GOIAS,2004-11-07,2.277,0.073
MATO GROSSO,2004-11-07,2.583,0.086
MATO GROSSO DO SUL,2004-11-07,2.4530000000000003,0.043
ALAGOAS,2004-11-07,2.299,0.052000000000000005
BAHIA,2004-11-07,2.239,0.109
CEARA,2004-11-07,2.326,0.057
MARANHAO,2004-11-07,2.143,0.13
PARAIBA,2004-11-07,2.147,0.066
PERNAMBUCO,2004-11-07,2.229,0.083
PIAUI,2004-11-07,2.309,0.037000000000000005
RIO GRANDE DO NORTE,2004-11-07,2.205,0.053
SERGIPE,2004-11-07,2.144,0.057
ACRE,2004-11-07,2.481,0.184
AMAPA,2004-11-07,2.332,0.092
AMAZONAS,2004-11-07,2.326,0.069
PARA,2004-11-07,2.378,0.126
RONDONIA,2004-11-07,2.454,0.111
RORAIMA,2004-11-07,2.185,0.021
TOCANTINS,2004-11-07,2.352,0.058
ESPIRITO SANTO,2004-11-07,2.248,0.051
MINAS GERAIS,2004-11-07,2.13,0.105
RIO DE JANEIRO,2004-11-07,2.202,0.102
SAO PAULO,2004-11-07,2.096,0.098
PARANA,2004-11-07,2.175,0.086
RIO GRANDE DO SUL,2004-11-07,2.287,0.113
SANTA CATARINA,2004-11-07,2.318,0.054000000000000006
DISTRITO FEDERAL,2004-11-14,2.202,0.051
GOIAS,2004-11-14,2.193,0.114
MATO GROSSO,2004-11-14,2.582,0.09
MATO GROSSO DO SUL,2004-11-14,2.455,0.037000000000000005
ALAGOAS,2004-11-14,2.301,0.05
BAHIA,2004-11-14,2.262,0.102
CEARA,2004-11-14,2.327,0.053
MARANHAO,2004-11-14,2.144,0.135
PARAIBA,2004-11-14,2.147,0.065
PERNAMBUCO,2004-11-14,2.222,0.087
PIAUI,2004-11-14,2.309,0.033
RIO GRANDE DO NORTE,2004-11-14,2.231,0.06
SERGIPE,2004-11-14,2.174,0.056
ACRE,2004-11-14,2.484,0.182
AMAPA,2004-11-14,2.333,0.113
AMAZONAS,2004-11-14,2.325,0.067
PARA,2004-11-14,2.356,0.14
RONDONIA,2004-11-14,2.438,0.12
RORAIMA,2004-11-14,2.187,0.025
TOCANTINS,2004-11-14,2.351,0.053
ESPIRITO SANTO,2004-11-14,2.251,0.053
MINAS GERAIS,2004-11-14,2.135,0.101
RIO DE JANEIRO,2004-11-14,2.217,0.091
SAO PAULO,2004-11-14,2.103,0.099
PARANA,2004-11-14,2.189,0.075
RIO GRANDE DO SUL,2004-11-14,2.287,0.121
SANTA CATARINA,2004-11-14,2.324,0.053
DISTRITO FEDERAL,2004-11-21,2.24,0.014
GOIAS,2004-11-21,2.195,0.117
MATO GROSSO,2004-11-21,2.589,0.087
MATO GROSSO DO SUL,2004-11-21,2.455,0.037000000000000005
ALAGOAS,2004-11-21,2.3,0.049
BAHIA,2004-11-21,2.285,0.096
CEARA,2004-11-21,2.33,0.06
MARANHAO,2004-11-21,2.131,0.146
PARAIBA,2004-11-21,2.149,0.07
PERNAMBUCO,2004-11-21,2.222,0.092
PIAUI,2004-11-21,2.316,0.032
RIO GRANDE DO NORTE,2004-11-21,2.258,0.058
SERGIPE,2004-11-21,2.188,0.042
ACRE,2004-11-21,2.542,0.16
AMAPA,2004-11-21,2.4330000000000003,0.09
AMAZONAS,2004-11-21,2.326,0.066
PARA,2004-11-21,2.367,0.141
RONDONIA,2004-11-21,2.455,0.108
RORAIMA,2004-11-21,2.254,0.025
TOCANTINS,2004-11-21,2.362,0.051
ESPIRITO SANTO,2004-11-21,2.251,0.05
MINAS GERAIS,2004-11-21,2.139,0.103
RIO DE JANEIRO,2004-11-21,2.226,0.08800000000000001
SAO PAULO,2004-11-21,2.108,0.096
PARANA,2004-11-21,2.158,0.097
RIO GRANDE DO SUL,2004-11-21,2.336,0.092
SANTA CATARINA,2004-11-21,2.318,0.052000000000000005
DISTRITO FEDERAL,2004-11-28,2.261,0.066
GOIAS,2004-11-28,2.345,0.091
MATO GROSSO,2004-11-28,2.694,0.113
MATO GROSSO DO SUL,2004-11-28,2.521,0.045
ALAGOAS,2004-11-28,2.374,0.061
BAHIA,2004-11-28,2.388,0.091
CEARA,2004-11-28,2.387,0.08
MARANHAO,2004-11-28,2.258,0.12
PARAIBA,2004-11-28,2.307,0.069
PERNAMBUCO,2004-11-28,2.293,0.11
PIAUI,2004-11-28,2.443,0.026
RIO GRANDE DO NORTE,2004-11-28,2.371,0.06
SERGIPE,2004-11-28,2.275,0.057
ACRE,2004-11-28,2.61,0.146
AMAPA,2004-11-28,2.501,0.107
AMAZONAS,2004-11-28,2.498,0.08800000000000001
PARA,2004-11-28,2.431,0.15
RONDONIA,2004-11-28,2.5380000000000003,0.129
RORAIMA,2004-11-28,2.32,0.024
TOCANTINS,2004-11-28,2.43,0.063
ESPIRITO SANTO,2004-11-28,2.313,0.058
MINAS GERAIS,2004-11-28,2.224,0.11
RIO DE JANEIRO,2004-11-28,2.286,0.103
SAO PAULO,2004-11-28,2.19,0.107
PARANA,2004-11-28,2.279,0.083
RIO GRANDE DO SUL,2004-11-28,2.486,0.078
SANTA CATARINA,2004-11-28,2.4090000000000003,0.062
DISTRITO FEDERAL,2004-12-05,2.2840000000000003,0.022
GOIAS,2004-12-05,2.367,0.077
MATO GROSSO,2004-12-05,2.707,0.096
MATO GROSSO DO SUL,2004-12-05,2.527,0.035
ALAGOAS,2004-12-05,2.445,0.073
BAHIA,2004-12-05,2.385,0.1
CEARA,2004-12-05,2.446,0.067
MARANHAO,2004-12-05,2.232,0.136
PARAIBA,2004-12-05,2.303,0.069
PERNAMBUCO,2004-12-05,2.36,0.086
PIAUI,2004-12-05,2.439,0.033
RIO GRANDE DO NORTE,2004-12-05,2.353,0.063
SERGIPE,2004-12-05,2.26,0.056
ACRE,2004-12-05,2.637,0.136
AMAPA,2004-12-05,2.466,0.129
AMAZONAS,2004-12-05,2.516,0.059
PARA,2004-12-05,2.452,0.146
RONDONIA,2004-12-05,2.557,0.11
RORAIMA,2004-12-05,2.384,0.031
TOCANTINS,2004-12-05,2.441,0.059
ESPIRITO SANTO,2004-12-05,2.316,0.055
MINAS GERAIS,2004-12-05,2.212,0.115
RIO DE JANEIRO,2004-12-05,2.291,0.098
SAO PAULO,2004-12-05,2.201,0.094
PARANA,2004-12-05,2.255,0.092
RIO GRANDE DO SUL,2004-12-05,2.478,0.08
SANTA CATARINA,2004-12-05,2.4,0.056
DISTRITO FEDERAL,2004-12-12,2.24,0.065
GOIAS,2004-12-12,2.362,0.077
MATO GROSSO,2004-12-12,2.707,0.096
MATO GROSSO DO SUL,2004-12-12,2.522,0.035
ALAGOAS,2004-12-12,2.443,0.07400000000000001
BAHIA,2004-12-12,2.386,0.095
CEARA,2004-12-12,2.444,0.062
MARANHAO,2004-12-12,2.238,0.14
PARAIBA,2004-12-12,2.289,0.055
PERNAMBUCO,2004-12-12,2.345,0.097
PIAUI,2004-12-12,2.439,0.03
RIO GRANDE DO NORTE,2004-12-12,2.322,0.053
SERGIPE,2004-12-12,2.268,0.046
ACRE,2004-12-12,2.638,0.136
AMAPA,2004-12-12,2.4530000000000003,0.134
AMAZONAS,2004-12-12,2.506,0.067
PARA,2004-12-12,2.431,0.154
RONDONIA,2004-12-12,2.537,0.119
RORAIMA,2004-12-12,2.384,0.027000000000000003
TOCANTINS,2004-12-12,2.445,0.05
ESPIRITO SANTO,2004-12-12,2.314,0.052000000000000005
MINAS GERAIS,2004-12-12,2.212,0.113
RIO DE JANEIRO,2004-12-12,2.286,0.098
SAO PAULO,2004-12-12,2.197,0.093
PARANA,2004-12-12,2.2230000000000003,0.108
RIO GRANDE DO SUL,2004-12-12,2.477,0.07400000000000001
SANTA CATARINA,2004-12-12,2.402,0.056
DISTRITO FEDERAL,2004-12-19,2.2840000000000003,0.039
GOIAS,2004-12-19,2.362,0.077
MATO GROSSO,2004-12-19,2.697,0.091
MATO GROSSO DO SUL,2004-12-19,2.524,0.034
ALAGOAS,2004-12-19,2.449,0.068
BAHIA,2004-12-19,2.372,0.103
CEARA,2004-12-19,2.427,0.064
MARANHAO,2004-12-19,2.298,0.08800000000000001
PARAIBA,2004-12-19,2.2880000000000003,0.054000000000000006
PERNAMBUCO,2004-12-19,2.344,0.105
PIAUI,2004-12-19,2.442,0.027000000000000003
RIO GRANDE DO NORTE,2004-12-19,2.3080000000000003,0.054000000000000006
SERGIPE,2004-12-19,2.283,0.042
ACRE,2004-12-19,2.639,0.136
AMAPA,2004-12-19,2.452,0.123
AMAZONAS,2004-12-19,2.517,0.05
PARA,2004-12-19,2.44,0.151
RONDONIA,2004-12-19,2.553,0.106
RORAIMA,2004-12-19,2.385,0.024
TOCANTINS,2004-12-19,2.449,0.049
ESPIRITO SANTO,2004-12-19,2.314,0.049
MINAS GERAIS,2004-12-19,2.22,0.108
RIO DE JANEIRO,2004-12-19,2.296,0.098
SAO PAULO,2004-12-19,2.205,0.08900000000000001
PARANA,2004-12-19,2.221,0.114
RIO GRANDE DO SUL,2004-12-19,2.471,0.075
SANTA CATARINA,2004-12-19,2.398,0.056
DISTRITO FEDERAL,2004-12-26,2.232,0.067
GOIAS,2004-12-26,2.361,0.073
MATO GROSSO,2004-12-26,2.694,0.097
MATO GROSSO DO SUL,2004-12-26,2.522,0.034
ALAGOAS,2004-12-26,2.457,0.055
BAHIA,2004-12-26,2.377,0.099
CEARA,2004-12-26,2.385,0.073
MARANHAO,2004-12-26,2.299,0.08800000000000001
PARAIBA,2004-12-26,2.2880000000000003,0.055
PERNAMBUCO,2004-12-26,2.344,0.093
PIAUI,2004-12-26,2.439,0.028
RIO GRANDE DO NORTE,2004-12-26,2.316,0.055
SERGIPE,2004-12-26,2.286,0.034
ACRE,2004-12-26,2.638,0.13699999999999998
AMAPA,2004-12-26,2.435,0.139
AMAZONAS,2004-12-26,2.508,0.056
PARA,2004-12-26,2.428,0.155
RONDONIA,2004-12-26,2.536,0.119
RORAIMA,2004-12-26,2.384,0.029
TOCANTINS,2004-12-26,2.451,0.049
ESPIRITO SANTO,2004-12-26,2.314,0.049
MINAS GERAIS,2004-12-26,2.224,0.107
RIO DE JANEIRO,2004-12-26,2.293,0.101
SAO PAULO,2004-12-26,2.199,0.09
PARANA,2004-12-26,2.244,0.095
RIO GRANDE DO SUL,2004-12-26,2.47,0.07400000000000001
SANTA CATARINA,2004-12-26,2.4,0.061
DISTRITO FEDERAL,2005-01-02,2.245,0.055
GOIAS,2005-01-02,2.362,0.073
MATO GROSSO,2005-01-02,2.696,0.092
MATO GROSSO DO SUL,2005-01-02,2.524,0.036000000000000004
ALAGOAS,2005-01-02,2.459,0.05
BAHIA,2005-01-02,2.367,0.105
CEARA,2005-01-02,2.382,0.073
MARANHAO,2005-01-02,2.275,0.107
PARAIBA,2005-01-02,2.313,0.071
PERNAMBUCO,2005-01-02,2.345,0.08900000000000001
PIAUI,2005-01-02,2.443,0.019
RIO GRANDE DO NORTE,2005-01-02,2.306,0.053
SERGIPE,2005-01-02,2.2840000000000003,0.038
ACRE,2005-01-02,2.638,0.145
AMAPA,2005-01-02,2.431,0.135
AMAZONAS,2005-01-02,2.516,0.046
PARA,2005-01-02,2.431,0.155
RONDONIA,2005-01-02,2.552,0.106
RORAIMA,2005-01-02,2.385,0.026
TOCANTINS,2005-01-02,2.449,0.048
ESPIRITO SANTO,2005-01-02,2.314,0.048
MINAS GERAIS,2005-01-02,2.219,0.109
RIO DE JANEIRO,2005-01-02,2.297,0.098
SAO PAULO,2005-01-02,2.202,0.09
PARANA,2005-01-02,2.229,0.106
RIO GRANDE DO SUL,2005-01-02,2.469,0.07400000000000001
SANTA CATARINA,2005-01-02,2.393,0.062
DISTRITO FEDERAL,2005-01-09,2.197,0.065
GOIAS,2005-01-09,2.376,0.078
MATO GROSSO,2005-01-09,2.6910000000000003,0.093
MATO GROSSO DO SUL,2005-01-09,2.521,0.035
ALAGOAS,2005-01-09,2.455,0.054000000000000006
BAHIA,2005-01-09,2.376,0.1
CEARA,2005-01-09,2.378,0.07400000000000001
MARANHAO,2005-01-09,2.259,0.12
PARAIBA,2005-01-09,2.396,0.059
PERNAMBUCO,2005-01-09,2.318,0.099
PIAUI,2005-01-09,2.438,0.025
RIO GRANDE DO NORTE,2005-01-09,2.309,0.051
SERGIPE,2005-01-09,2.283,0.039
ACRE,2005-01-09,2.636,0.133
AMAPA,2005-01-09,2.428,0.132
AMAZONAS,2005-01-09,2.511,0.055
PARA,2005-01-09,2.415,0.165
RONDONIA,2005-01-09,2.535,0.118
RORAIMA,2005-01-09,2.382,0.028
TOCANTINS,2005-01-09,2.448,0.049
ESPIRITO SANTO,2005-01-09,2.313,0.05
MINAS GERAIS,2005-01-09,2.221,0.107
RIO DE JANEIRO,2005-01-09,2.292,0.101
SAO PAULO,2005-01-09,2.195,0.092
PARANA,2005-01-09,2.22,0.111
RIO GRANDE DO SUL,2005-01-09,2.466,0.075
SANTA CATARINA,2005-01-09,2.397,0.063
DISTRITO FEDERAL,2005-01-16,2.151,0.056
GOIAS,2005-01-16,2.38,0.078
MATO GROSSO,2005-01-16,2.733,0.073
MATO GROSSO DO SUL,2005-01-16,2.522,0.037000000000000005
ALAGOAS,2005-01-16,2.457,0.052000000000000005
BAHIA,2005-01-16,2.369,0.105
CEARA,2005-01-16,2.37,0.087
MARANHAO,2005-01-16,2.224,0.151
PARAIBA,2005-01-16,2.392,0.058
PERNAMBUCO,2005-01-16,2.323,0.094
PIAUI,2005-01-16,2.441,0.02
RIO GRANDE DO NORTE,2005-01-16,2.3040000000000003,0.052000000000000005
SERGIPE,2005-01-16,2.279,0.043
ACRE,2005-01-16,2.635,0.133
AMAPA,2005-01-16,2.424,0.139
AMAZONAS,2005-01-16,2.516,0.047
PARA,2005-01-16,2.416,0.16399999999999998
RONDONIA,2005-01-16,2.549,0.096
RORAIMA,2005-01-16,2.382,0.029
TOCANTINS,2005-01-16,2.446,0.049
ESPIRITO SANTO,2005-01-16,2.311,0.05
MINAS GERAIS,2005-01-16,2.216,0.108
RIO DE JANEIRO,2005-01-16,2.296,0.099
SAO PAULO,2005-01-16,2.198,0.094
PARANA,2005-01-16,2.214,0.113
RIO GRANDE DO SUL,2005-01-16,2.464,0.076
SANTA CATARINA,2005-01-16,2.39,0.064
DISTRITO FEDERAL,2005-01-23,2.185,0.08800000000000001
GOIAS,2005-01-23,2.378,0.081
MATO GROSSO,2005-01-23,2.737,0.067
MATO GROSSO DO SUL,2005-01-23,2.504,0.046
ALAGOAS,2005-01-23,2.454,0.055
BAHIA,2005-01-23,2.371,0.1
CEARA,2005-01-23,2.322,0.108
MARANHAO,2005-01-23,2.249,0.136
PARAIBA,2005-01-23,2.379,0.058
PERNAMBUCO,2005-01-23,2.307,0.101
PIAUI,2005-01-23,2.439,0.023
RIO GRANDE DO NORTE,2005-01-23,2.305,0.056
SERGIPE,2005-01-23,2.283,0.043
ACRE,2005-01-23,2.633,0.132
AMAPA,2005-01-23,2.4130000000000003,0.123
AMAZONAS,2005-01-23,2.508,0.055
PARA,2005-01-23,2.399,0.171
RONDONIA,2005-01-23,2.526,0.106
RORAIMA,2005-01-23,2.382,0.028
TOCANTINS,2005-01-23,2.443,0.054000000000000006
ESPIRITO SANTO,2005-01-23,2.307,0.052000000000000005
MINAS GERAIS,2005-01-23,2.215,0.106
RIO DE JANEIRO,2005-01-23,2.29,0.103
SAO PAULO,2005-01-23,2.191,0.095
PARANA,2005-01-23,2.208,0.115
RIO GRANDE DO SUL,2005-01-23,2.461,0.076
SANTA CATARINA,2005-01-23,2.394,0.065
DISTRITO FEDERAL,2005-01-30,2.292,0.014
GOIAS,2005-01-30,2.383,0.073
MATO GROSSO,2005-01-30,2.727,0.07400000000000001
MATO GROSSO DO SUL,2005-01-30,2.477,0.079
ALAGOAS,2005-01-30,2.455,0.053
BAHIA,2005-01-30,2.366,0.104
CEARA,2005-01-30,2.277,0.136
MARANHAO,2005-01-30,2.299,0.091
PARAIBA,2005-01-30,2.378,0.054000000000000006
PERNAMBUCO,2005-01-30,2.249,0.12
PIAUI,2005-01-30,2.44,0.021
RIO GRANDE DO NORTE,2005-01-30,2.287,0.061
SERGIPE,2005-01-30,2.278,0.045
ACRE,2005-01-30,2.633,0.132
AMAPA,2005-01-30,2.41,0.134
AMAZONAS,2005-01-30,2.514,0.046
PARA,2005-01-30,2.408,0.17
RONDONIA,2005-01-30,2.549,0.081
RORAIMA,2005-01-30,2.38,0.029
TOCANTINS,2005-01-30,2.448,0.05
ESPIRITO SANTO,2005-01-30,2.302,0.056
MINAS GERAIS,2005-01-30,2.208,0.11
RIO DE JANEIRO,2005-01-30,2.295,0.101
SAO PAULO,2005-01-30,2.197,0.092
PARANA,2005-01-30,2.195,0.119
RIO GRANDE DO SUL,2005-01-30,2.46,0.076
SANTA CATARINA,2005-01-30,2.387,0.068
DISTRITO FEDERAL,2005-02-06,2.268,0.029
GOIAS,2005-02-06,2.358,0.08
MATO GROSSO,2005-02-06,2.725,0.077
MATO GROSSO DO SUL,2005-02-06,2.535,0.04
ALAGOAS,2005-02-06,2.454,0.056
BAHIA,2005-02-06,2.366,0.101
CEARA,2005-02-06,2.262,0.14
MARANHAO,2005-02-06,2.297,0.095
PARAIBA,2005-02-06,2.374,0.057
PERNAMBUCO,2005-02-06,2.235,0.12
PIAUI,2005-02-06,2.442,0.034
RIO GRANDE DO NORTE,2005-02-06,2.306,0.05
SERGIPE,2005-02-06,2.277,0.044
ACRE,2005-02-06,2.633,0.13699999999999998
AMAPA,2005-02-06,2.41,0.132
AMAZONAS,2005-02-06,2.507,0.054000000000000006
PARA,2005-02-06,2.389,0.177
RONDONIA,2005-02-06,2.529,0.115
RORAIMA,2005-02-06,2.38,0.029
TOCANTINS,2005-02-06,2.445,0.049
ESPIRITO SANTO,2005-02-06,2.297,0.062
MINAS GERAIS,2005-02-06,2.212,0.104
RIO DE JANEIRO,2005-02-06,2.289,0.105
SAO PAULO,2005-02-06,2.194,0.091
PARANA,2005-02-06,2.185,0.131
RIO GRANDE DO SUL,2005-02-06,2.458,0.077
SANTA CATARINA,2005-02-06,2.388,0.07200000000000001
DISTRITO FEDERAL,2005-02-13,2.264,0.033
GOIAS,2005-02-13,2.32,0.096
MATO GROSSO,2005-02-13,2.702,0.087
MATO GROSSO DO SUL,2005-02-13,2.535,0.036000000000000004
ALAGOAS,2005-02-13,2.454,0.055
BAHIA,2005-02-13,2.357,0.107
CEARA,2005-02-13,2.252,0.147
MARANHAO,2005-02-13,2.299,0.094
PARAIBA,2005-02-13,2.281,0.086
PERNAMBUCO,2005-02-13,2.219,0.131
PIAUI,2005-02-13,2.443,0.031
RIO GRANDE DO NORTE,2005-02-13,2.236,0.071
SERGIPE,2005-02-13,2.278,0.046
ACRE,2005-02-13,2.634,0.16399999999999998
AMAPA,2005-02-13,2.4090000000000003,0.131
AMAZONAS,2005-02-13,2.511,0.047
PARA,2005-02-13,2.4330000000000003,0.154
RONDONIA,2005-02-13,2.551,0.08800000000000001
RORAIMA,2005-02-13,2.38,0.029
TOCANTINS,2005-02-13,2.445,0.049
ESPIRITO SANTO,2005-02-13,2.291,0.065
MINAS GERAIS,2005-02-13,2.209,0.107
RIO DE JANEIRO,2005-02-13,2.298,0.098
SAO PAULO,2005-02-13,2.196,0.09
PARANA,2005-02-13,2.177,0.136
RIO GRANDE DO SUL,2005-02-13,2.457,0.078
SANTA CATARINA,2005-02-13,2.383,0.073
DISTRITO FEDERAL,2005-02-20,2.298,0.033
GOIAS,2005-02-20,2.33,0.099
MATO GROSSO,2005-02-20,2.704,0.085
MATO GROSSO DO SUL,2005-02-20,2.529,0.034
ALAGOAS,2005-02-20,2.454,0.057
BAHIA,2005-02-20,2.363,0.103
CEARA,2005-02-20,2.234,0.156
MARANHAO,2005-02-20,2.298,0.096
PARAIBA,2005-02-20,2.339,0.062
PERNAMBUCO,2005-02-20,2.215,0.138
PIAUI,2005-02-20,2.44,0.038
RIO GRANDE DO NORTE,2005-02-20,2.231,0.081
SERGIPE,2005-02-20,2.28,0.041
ACRE,2005-02-20,2.634,0.142
AMAPA,2005-02-20,2.404,0.114
AMAZONAS,2005-02-20,2.502,0.053
PARA,2005-02-20,2.421,0.152
RONDONIA,2005-02-20,2.528,0.107
RORAIMA,2005-02-20,2.361,0.063
TOCANTINS,2005-02-20,2.45,0.049
ESPIRITO SANTO,2005-02-20,2.283,0.07200000000000001
MINAS GERAIS,2005-02-20,2.209,0.105
RIO DE JANEIRO,2005-02-20,2.291,0.102
SAO PAULO,2005-02-20,2.191,0.091
PARANA,2005-02-20,2.187,0.129
RIO GRANDE DO SUL,2005-02-20,2.432,0.098
SANTA CATARINA,2005-02-20,2.385,0.07400000000000001
DISTRITO FEDERAL,2005-02-27,2.278,0.039
GOIAS,2005-02-27,2.247,0.14400000000000002
MATO GROSSO,2005-02-27,2.7,0.083
MATO GROSSO DO SUL,2005-02-27,2.528,0.036000000000000004
ALAGOAS,2005-02-27,2.4530000000000003,0.057
BAHIA,2005-02-27,2.344,0.112
CEARA,2005-02-27,2.428,0.07400000000000001
MARANHAO,2005-02-27,2.295,0.096
PARAIBA,2005-02-27,2.3040000000000003,0.056
PERNAMBUCO,2005-02-27,2.319,0.102
PIAUI,2005-02-27,2.442,0.033
RIO GRANDE DO NORTE,2005-02-27,2.202,0.086
SERGIPE,2005-02-27,2.271,0.047
ACRE,2005-02-27,2.634,0.163
AMAPA,2005-02-27,2.405,0.114
AMAZONAS,2005-02-27,2.505,0.045
