TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
4,1.0,RJ,17.0,F,0.0,3,592.8,706.0,633.1,740.3,1.0,820.0
1,1.0,MG,19.0,M,0.0,1,515.3,574.2,497.4,536.7,1.0,340.0
1,1.0,SP,19.0,F,0.0,3,446.9,568.6,567.9,462.1,1.0,340.0
1,1.0,PA,27.0,F,0.0,1,435.5,530.0,440.5,412.7,1.0,440.0
2,1.0,CE,18.0,F,0.0,3,457.3,564.2,474.6,462.9,1.0,300.0
1,1.0,PB,27.0,F,0.0,3,466.6,441.0,395.3,439.5,1.0,440.0
1,1.0,RJ,18.0,F,0.0,1,379.7,440.7,486.3,527.1,1.0,400.0
1,1.0,MT,18.0,F,0.0,3,409.0,516.9,365.8,397.2,1.0,320.0
1,2.0,BA,20.0,M,0.0,2,556.8,587.6,503.3,471.5,1.0,440.0
1,1.0,RN,26.0,F,0.0,3,487.7,615.0,556.1,527.9,1.0,600.0
1,1.0,DF,23.0,F,0.0,1,593.8,542.0,529.4,604.5,1.0,860.0
1,1.0,SP,17.0,M,0.0,1,611.7,594.5,593.9,496.2,1.0,680.0
1,1.0,MG,21.0,M,0.0,3,443.6,,,516.0,,
2,1.0,BA,17.0,F,0.0,3,624.5,640.1,623.8,602.5,1.0,560.0
1,1.0,RR,18.0,F,0.0,5,515.6,540.1,503.7,466.6,1.0,360.0
2,1.0,PA,18.0,M,0.0,3,461.4,513.6,433.4,500.0,1.0,380.0
2,1.0,CE,17.0,F,0.0,3,505.0,622.6,527.3,561.6,1.0,640.0
1,1.0,BA,18.0,F,0.0,2,567.8,636.4,617.9,547.2,1.0,780.0
1,1.0,CE,20.0,F,0.0,3,465.3,595.9,602.5,440.4,1.0,480.0
1,1.0,BA,19.0,F,0.0,2,445.2,595.5,484.6,493.8,1.0,600.0
1,1.0,SP,20.0,F,0.0,3,446.2,586.2,562.6,480.0,1.0,520.0
1,1.0,AP,23.0,M,0.0,3,446.6,643.0,578.5,384.1,1.0,560.0
1,1.0,PI,19.0,F,0.0,3,476.4,621.1,598.4,445.9,1.0,580.0
1,1.0,MA,19.0,F,0.0,1,431.4,481.8,449.1,457.7,1.0,560.0
1,1.0,MG,21.0,M,0.0,3,432.2,616.6,588.7,650.4,1.0,560.0
1,1.0,CE,26.0,F,0.0,2,377.8,485.7,526.4,518.6,1.0,580.0
1,1.0,SP,20.0,F,0.0,1,421.8,594.4,558.7,466.3,1.0,580.0
1,1.0,RJ,30.0,F,2.0,1,401.3,560.9,427.2,381.1,1.0,300.0
1,1.0,RS,30.0,F,0.0,1,443.1,576.8,585.0,498.0,1.0,600.0
1,1.0,GO,18.0,F,0.0,3,413.3,576.3,555.4,488.7,1.0,660.0
1,,MA,21.0,F,0.0,5,491.9,452.7,434.8,400.5,1.0,340.0
1,1.0,CE,19.0,F,0.0,2,532.6,606.0,526.7,522.7,1.0,520.0
2,1.0,SC,18.0,F,0.0,1,576.3,650.5,570.8,700.6,1.0,800.0
1,1.0,RS,19.0,M,0.0,1,444.7,602.7,591.6,661.9,1.0,540.0
1,1.0,MG,29.0,F,0.0,2,414.2,517.9,462.7,383.2,3.0,0.0
1,1.0,RS,20.0,F,0.0,1,494.4,616.2,570.0,517.6,1.0,640.0
1,1.0,RR,18.0,F,0.0,2,610.3,589.1,585.6,460.7,1.0,600.0
1,,SP,23.0,F,0.0,1,521.3,542.8,488.4,492.4,1.0,600.0
1,3.0,GO,31.0,M,0.0,3,422.3,617.4,536.2,417.1,1.0,520.0
1,1.0,PB,22.0,F,0.0,3,495.3,622.0,611.2,669.5,1.0,700.0
1,1.0,PI,29.0,M,0.0,1,443.2,524.9,549.8,641.0,1.0,280.0
1,1.0,RN,21.0,M,0.0,3,532.8,604.0,589.8,543.0,1.0,480.0
2,3.0,SP,17.0,M,0.0,3,613.7,627.1,602.7,717.4,1.0,640.0
3,1.0,RJ,17.0,F,0.0,1,529.6,683.3,652.5,740.3,1.0,960.0
2,3.0,PR,28.0,F,,2,496.6,471.5,519.0,455.4,1.0,640.0
2,1.0,SP,18.0,F,0.0,3,604.6,581.0,616.3,678.5,1.0,600.0
1,1.0,PB,19.0,F,0.0,4,482.8,618.0,572.2,627.4,1.0,600.0
2,1.0,RJ,17.0,M,0.0,1,483.7,602.4,558.1,453.7,1.0,600.0
1,1.0,CE,34.0,F,0.0,3,427.2,643.0,588.8,440.4,1.0,560.0
2,1.0,SP,17.0,M,0.0,2,455.2,630.2,556.1,507.8,1.0,360.0
1,1.0,SP,23.0,M,0.0,2,453.7,622.6,556.5,531.5,1.0,560.0
1,1.0,SP,18.0,F,0.0,2,531.3,494.1,521.4,462.8,1.0,560.0
1,1.0,SP,29.0,F,1.0,3,499.5,613.7,482.2,542.2,1.0,320.0
1,1.0,RJ,19.0,F,0.0,3,516.4,577.5,405.2,526.0,1.0,520.0
1,1.0,MG,26.0,F,0.0,3,408.0,459.8,497.5,398.9,1.0,340.0
1,,SE,20.0,M,0.0,3,479.0,541.7,433.4,457.5,1.0,320.0
1,3.0,MA,22.0,F,0.0,3,425.5,434.3,355.2,425.2,1.0,440.0
1,1.0,PA,19.0,F,0.0,3,635.4,661.7,578.4,475.3,1.0,880.0
2,1.0,SP,17.0,F,0.0,3,509.7,598.2,529.0,483.6,1.0,680.0
2,1.0,RJ,22.0,F,0.0,3,431.7,560.9,479.7,557.0,1.0,560.0
2,1.0,RJ,19.0,F,0.0,1,590.7,487.7,527.6,492.7,1.0,600.0
2,1.0,MG,17.0,F,0.0,3,560.6,590.0,539.2,635.2,1.0,620.0
1,1.0,GO,25.0,F,2.0,3,483.3,528.1,567.8,585.1,1.0,640.0
1,1.0,PA,19.0,M,0.0,3,410.6,477.2,464.2,375.0,1.0,580.0
1,1.0,MA,29.0,F,0.0,3,403.9,464.7,418.8,480.8,1.0,380.0
1,1.0,AL,25.0,F,1.0,3,597.1,690.9,614.1,664.0,1.0,780.0
1,1.0,MG,18.0,F,0.0,3,483.5,609.5,512.2,493.1,1.0,640.0
1,1.0,ES,19.0,F,0.0,1,477.2,531.1,489.2,429.2,1.0,500.0
2,1.0,MS,17.0,F,0.0,3,475.5,458.9,545.6,527.9,1.0,320.0
1,1.0,RJ,19.0,F,0.0,1,662.8,663.2,658.0,762.7,1.0,840.0
1,1.0,MG,22.0,F,0.0,3,615.1,672.1,611.7,593.8,1.0,660.0
1,1.0,CE,20.0,M,,0,515.2,582.6,593.4,534.3,1.0,640.0
1,1.0,RN,34.0,F,1.0,1,423.5,618.8,532.3,512.6,1.0,360.0
1,1.0,MT,17.0,M,0.0,2,564.1,624.8,548.6,667.1,1.0,560.0
1,1.0,RJ,19.0,F,0.0,1,444.8,622.9,547.1,683.8,1.0,560.0
2,1.0,MS,17.0,F,0.0,3,516.3,638.7,577.1,529.7,1.0,480.0
1,1.0,BA,18.0,M,0.0,3,582.3,577.3,506.2,688.6,1.0,660.0
1,3.0,RN,21.0,F,1.0,3,413.7,404.3,425.4,432.7,1.0,480.0
4,3.0,BA,18.0,F,1.0,3,388.8,608.1,536.7,509.6,1.0,540.0
1,,SE,20.0,M,0.0,2,396.1,576.1,499.6,512.0,1.0,560.0
1,1.0,MG,28.0,F,0.0,1,514.0,632.3,541.3,517.6,1.0,300.0
1,1.0,BA,20.0,M,0.0,2,391.7,472.4,422.3,407.5,1.0,460.0
1,1.0,BA,22.0,F,0.0,3,433.5,536.8,506.2,513.4,1.0,380.0
1,1.0,PE,18.0,M,0.0,1,712.1,728.6,613.4,817.4,1.0,900.0
2,1.0,SP,18.0,M,0.0,1,574.6,620.1,573.1,495.1,1.0,500.0
1,1.0,CE,19.0,F,0.0,2,451.5,507.7,520.1,463.8,1.0,840.0
1,1.0,SP,38.0,F,0.0,3,523.2,642.4,594.6,376.9,1.0,300.0
1,1.0,BA,26.0,M,0.0,2,511.2,486.2,505.8,505.8,1.0,520.0
1,3.0,MS,34.0,M,1.0,3,422.3,572.0,464.9,424.2,1.0,240.0
1,1.0,MA,25.0,F,0.0,1,491.1,629.5,568.1,597.9,1.0,640.0
1,1.0,MG,18.0,F,0.0,3,488.6,625.3,475.8,627.5,1.0,720.0
1,1.0,MA,18.0,F,0.0,3,548.6,602.1,560.6,426.2,1.0,360.0
1,1.0,PI,27.0,F,2.0,3,488.3,624.4,632.9,470.4,1.0,660.0
1,1.0,RR,23.0,F,0.0,3,658.7,689.3,617.3,691.6,1.0,900.0
1,1.0,SP,30.0,M,0.0,3,577.6,664.3,640.7,645.8,1.0,600.0
1,,MS,16.0,M,0.0,0,560.6,618.4,564.4,607.0,1.0,360.0
1,1.0,RO,24.0,F,0.0,3,463.2,539.2,425.4,455.1,1.0,480.0
1,1.0,MG,24.0,F,0.0,1,578.6,647.7,600.2,619.5,1.0,540.0
1,1.0,SP,20.0,F,0.0,3,436.6,577.2,519.9,629.1,1.0,480.0
1,1.0,RJ,19.0,F,0.0,3,495.9,563.5,557.8,566.4,1.0,360.0
1,1.0,AC,29.0,F,,3,404.3,552.3,462.7,384.6,1.0,380.0
2,1.0,CE,18.0,M,0.0,3,469.9,621.0,594.2,497.9,1.0,460.0
1,1.0,PR,19.0,F,0.0,3,411.1,521.0,431.8,436.7,1.0,360.0
1,2.0,SP,40.0,M,1.0,1,461.3,596.3,545.2,439.9,1.0,500.0
1,,SP,16.0,F,0.0,4,539.1,678.0,689.7,704.6,1.0,780.0
1,3.0,DF,34.0,F,,1,440.8,610.6,557.6,500.6,1.0,520.0
1,1.0,PI,41.0,F,1.0,3,441.2,572.0,505.4,420.1,1.0,240.0
1,3.0,MG,20.0,M,0.0,3,428.3,496.8,500.1,496.7,1.0,600.0
2,1.0,SP,17.0,F,0.0,1,433.2,551.9,548.9,513.9,1.0,440.0
1,1.0,PB,22.0,F,0.0,3,441.4,545.5,557.7,591.0,1.0,520.0
2,1.0,DF,17.0,F,0.0,3,397.9,465.9,503.7,460.6,1.0,540.0
1,1.0,GO,32.0,F,,4,421.0,507.6,471.2,463.5,1.0,320.0
1,1.0,BA,26.0,F,0.0,3,386.8,460.2,431.1,381.9,1.0,340.0
1,,MA,25.0,F,1.0,3,427.6,533.4,432.7,501.9,1.0,640.0
1,1.0,PB,19.0,M,0.0,1,506.3,619.8,611.4,502.8,1.0,680.0
1,1.0,RJ,32.0,F,1.0,3,473.9,627.9,532.6,650.1,1.0,380.0
2,1.0,PA,17.0,F,0.0,3,515.2,596.8,544.9,391.4,1.0,620.0
2,1.0,PR,19.0,F,0.0,2,545.4,614.6,537.6,589.7,1.0,440.0
1,1.0,PB,21.0,F,0.0,3,459.1,555.4,517.6,449.6,1.0,520.0
1,1.0,RS,21.0,M,,2,538.0,633.7,537.5,430.0,1.0,560.0
1,1.0,ES,20.0,F,0.0,1,436.7,628.9,498.3,551.0,1.0,620.0
1,1.0,SP,17.0,M,0.0,1,593.3,588.3,558.1,690.9,1.0,700.0
1,1.0,PE,39.0,F,1.0,3,430.4,604.9,428.8,512.5,1.0,540.0
1,1.0,MG,33.0,F,,1,551.2,611.3,450.8,429.4,1.0,600.0
1,1.0,RJ,19.0,M,0.0,1,684.9,717.1,675.4,793.3,1.0,940.0
2,1.0,RJ,18.0,M,0.0,2,455.2,588.3,526.7,476.2,1.0,520.0
1,3.0,RS,44.0,F,0.0,1,417.9,642.9,564.7,456.9,1.0,340.0
1,1.0,SP,18.0,F,0.0,1,492.9,561.2,535.3,465.6,1.0,360.0
1,1.0,RO,25.0,F,0.0,1,489.2,643.4,552.3,474.7,1.0,780.0
1,1.0,PI,17.0,F,0.0,3,513.7,628.9,575.0,584.5,1.0,880.0
1,1.0,MG,29.0,F,0.0,3,505.0,656.4,572.5,639.8,1.0,960.0
1,,MA,15.0,F,0.0,3,401.2,594.4,536.8,585.7,1.0,620.0
1,3.0,RS,20.0,M,0.0,1,445.4,496.5,499.6,583.3,1.0,460.0
1,,PA,19.0,F,,3,517.4,594.6,509.7,394.5,1.0,640.0
1,1.0,PI,33.0,M,0.0,2,496.0,649.5,590.3,617.4,1.0,740.0
1,1.0,SP,46.0,F,1.0,1,462.7,615.7,590.6,542.1,1.0,540.0
1,1.0,BA,27.0,F,0.0,3,515.7,556.1,549.1,378.7,1.0,400.0
2,1.0,MT,18.0,M,0.0,2,560.0,667.4,612.9,716.6,1.0,760.0
1,,ES,37.0,F,1.0,3,411.3,449.1,520.4,483.6,1.0,340.0
2,1.0,RJ,18.0,F,0.0,1,429.6,597.0,552.7,455.3,1.0,360.0
2,1.0,MG,17.0,F,0.0,1,622.6,637.3,616.7,700.9,1.0,860.0
1,1.0,PA,21.0,F,0.0,3,456.3,557.8,473.9,383.7,1.0,360.0
1,,ES,17.0,F,0.0,3,666.1,669.8,657.3,656.0,1.0,820.0
1,1.0,MA,32.0,M,0.0,3,422.9,593.2,434.9,436.1,1.0,400.0
1,1.0,RJ,35.0,F,0.0,1,527.5,614.7,572.0,470.0,1.0,600.0
2,1.0,PE,19.0,F,0.0,3,455.3,507.1,495.3,426.2,1.0,320.0
1,1.0,PE,22.0,F,0.0,1,471.4,526.5,445.9,524.5,1.0,480.0
1,1.0,BA,23.0,F,0.0,2,410.6,568.5,529.6,418.0,1.0,460.0
1,3.0,RJ,56.0,M,1.0,2,574.7,622.3,552.4,633.2,1.0,400.0
2,3.0,SP,41.0,M,1.0,3,512.0,633.7,579.4,582.9,1.0,340.0
1,1.0,PE,29.0,F,0.0,3,429.7,489.2,460.3,392.6,1.0,540.0
1,3.0,SC,29.0,M,0.0,2,488.3,585.1,505.1,600.9,1.0,340.0
1,1.0,SC,20.0,F,0.0,1,515.5,625.3,583.1,438.1,1.0,620.0
2,3.0,MG,17.0,F,0.0,1,489.7,551.7,564.4,520.6,1.0,340.0
2,1.0,PA,17.0,M,0.0,1,514.8,602.6,537.8,580.3,1.0,580.0
1,3.0,PA,18.0,F,0.0,3,425.7,528.2,538.6,552.1,1.0,460.0
1,1.0,PE,22.0,M,0.0,3,514.2,642.5,529.7,518.5,1.0,760.0
1,,PE,17.0,F,0.0,1,433.5,588.6,539.0,448.1,1.0,340.0
1,1.0,PE,26.0,F,1.0,3,437.1,584.6,488.9,459.7,1.0,360.0
1,1.0,RJ,18.0,F,0.0,1,618.9,644.6,585.7,688.6,1.0,880.0
1,1.0,ES,30.0,M,0.0,2,600.3,680.5,591.9,593.5,1.0,480.0
1,1.0,AP,26.0,F,0.0,3,409.6,514.3,465.0,437.9,1.0,560.0
2,1.0,BA,56.0,M,0.0,2,390.3,533.8,503.0,380.7,6.0,0.0
1,1.0,MG,20.0,M,0.0,3,505.6,509.8,494.2,486.9,1.0,380.0
2,1.0,SC,18.0,F,0.0,3,410.2,506.8,547.3,434.4,1.0,320.0
2,1.0,SC,18.0,F,0.0,1,537.8,673.8,604.4,646.2,1.0,560.0
1,1.0,AP,26.0,F,1.0,3,437.5,469.9,479.6,483.9,1.0,400.0
1,1.0,AP,17.0,F,0.0,1,473.5,587.4,556.4,646.6,1.0,580.0
1,1.0,MA,20.0,F,0.0,3,485.4,426.7,499.3,468.6,1.0,720.0
1,3.0,PI,42.0,M,,3,494.3,521.0,462.3,505.3,1.0,520.0
1,1.0,AM,41.0,F,,3,458.5,467.0,544.6,498.1,1.0,460.0
1,1.0,CE,27.0,M,1.0,3,467.1,458.3,451.6,459.3,1.0,500.0
1,1.0,MA,20.0,F,0.0,3,476.8,542.3,518.4,442.3,1.0,520.0
1,1.0,SP,19.0,F,,3,414.8,584.0,577.3,588.4,1.0,360.0
1,,PR,30.0,F,2.0,3,545.1,626.7,572.5,383.5,1.0,460.0
2,1.0,PE,18.0,M,0.0,2,581.7,659.2,566.4,501.4,1.0,540.0
2,1.0,DF,16.0,F,0.0,3,519.8,497.9,563.8,493.8,1.0,680.0
2,1.0,RJ,17.0,M,0.0,2,520.0,,,526.9,,
1,,MT,18.0,F,0.0,1,478.1,679.8,664.7,636.8,1.0,620.0
1,1.0,RJ,18.0,F,0.0,2,469.8,567.7,467.0,438.2,1.0,700.0
1,1.0,MG,18.0,F,0.0,3,387.6,493.5,529.1,501.6,1.0,580.0
1,1.0,BA,20.0,F,0.0,3,446.5,580.0,595.4,447.1,1.0,720.0
1,1.0,PE,34.0,M,1.0,1,510.7,645.6,555.1,657.6,1.0,360.0
1,1.0,MG,17.0,M,0.0,1,419.3,411.3,466.4,517.2,1.0,340.0
1,1.0,PR,27.0,F,,1,406.8,608.5,534.1,500.5,1.0,540.0
1,1.0,ES,19.0,F,0.0,1,608.9,645.1,583.4,458.1,1.0,720.0
1,1.0,MG,34.0,M,,1,524.1,573.9,512.6,563.8,1.0,640.0
1,1.0,PE,24.0,F,2.0,1,455.2,604.6,621.8,457.4,1.0,640.0
2,1.0,MA,17.0,F,0.0,3,533.0,548.3,507.5,580.2,1.0,680.0
1,3.0,BA,25.0,M,0.0,2,589.7,648.0,630.5,660.9,1.0,820.0
1,1.0,PR,18.0,F,0.0,3,430.5,582.2,585.2,528.0,1.0,640.0
1,,SP,37.0,F,1.0,3,467.1,612.9,515.8,504.3,1.0,560.0
1,1.0,CE,20.0,M,0.0,3,544.6,627.9,596.2,718.9,1.0,620.0
2,1.0,SP,16.0,M,0.0,1,570.8,514.9,576.5,544.6,1.0,680.0
1,1.0,SP,21.0,F,0.0,3,463.9,613.5,625.6,601.0,1.0,560.0
1,1.0,PB,26.0,F,0.0,3,465.4,621.1,550.4,582.7,1.0,560.0
1,1.0,BA,21.0,F,0.0,3,672.2,690.2,677.8,714.8,1.0,700.0
1,,SE,20.0,F,0.0,1,468.1,618.8,568.4,505.8,1.0,680.0
1,1.0,MA,19.0,F,0.0,3,475.3,623.3,571.9,574.7,1.0,620.0
1,1.0,BA,21.0,F,0.0,3,408.2,463.7,518.8,504.2,1.0,520.0
1,1.0,RN,24.0,F,0.0,1,401.0,467.3,509.1,596.8,1.0,520.0
1,1.0,SP,24.0,F,0.0,3,547.6,561.8,607.0,546.0,1.0,580.0
2,1.0,PA,20.0,M,0.0,3,432.8,424.4,569.5,550.3,1.0,580.0
3,1.0,SP,17.0,F,0.0,1,564.3,645.0,618.7,576.7,1.0,620.0
1,1.0,MT,25.0,M,0.0,3,463.8,594.1,471.4,650.9,1.0,440.0
1,1.0,GO,21.0,F,0.0,1,665.9,656.1,683.5,741.9,1.0,740.0
1,1.0,MG,21.0,F,,1,543.4,507.5,474.8,515.2,1.0,580.0
2,1.0,PB,19.0,M,0.0,3,395.6,456.7,481.8,501.7,1.0,520.0
1,,CE,19.0,F,0.0,1,372.1,560.8,495.3,413.4,1.0,640.0
1,1.0,AP,21.0,F,0.0,2,550.3,429.5,525.0,424.8,1.0,340.0
1,1.0,PE,18.0,M,0.0,3,429.9,470.4,493.3,428.6,1.0,560.0
1,1.0,AM,23.0,F,0.0,3,427.5,544.9,515.1,488.6,1.0,460.0
1,1.0,PA,18.0,F,0.0,1,473.6,591.9,493.4,421.4,1.0,620.0
2,1.0,SP,17.0,F,0.0,1,486.3,514.4,407.2,523.3,1.0,340.0
4,1.0,MG,18.0,M,0.0,1,479.1,567.8,514.2,473.6,1.0,500.0
1,3.0,ES,24.0,F,0.0,3,387.8,555.1,468.5,483.5,1.0,500.0
1,1.0,MA,32.0,F,0.0,3,522.6,620.9,435.6,436.1,1.0,540.0
1,1.0,PA,19.0,M,0.0,3,442.3,453.9,484.3,430.2,1.0,400.0
1,1.0,PE,24.0,F,0.0,3,388.0,402.7,362.0,441.1,1.0,300.0
4,1.0,SP,18.0,F,0.0,1,515.5,642.9,538.1,595.5,1.0,660.0
1,3.0,RJ,24.0,F,0.0,2,447.6,510.1,524.1,552.0,1.0,400.0
1,1.0,PI,24.0,M,0.0,3,413.0,541.6,463.4,466.3,1.0,580.0
1,3.0,BA,22.0,F,1.0,3,544.8,601.2,548.6,477.2,1.0,540.0
2,1.0,RJ,17.0,M,0.0,1,376.5,537.1,427.1,452.7,1.0,520.0
2,1.0,PE,16.0,F,0.0,3,526.0,626.8,597.5,517.1,1.0,700.0
1,1.0,SE,18.0,F,0.0,1,403.1,619.0,555.7,557.5,1.0,380.0
1,1.0,MT,19.0,F,0.0,3,408.4,616.4,597.4,499.3,1.0,520.0
1,1.0,SE,18.0,F,0.0,3,479.2,571.1,463.6,523.9,1.0,480.0
1,1.0,SP,18.0,M,0.0,3,676.8,651.1,610.5,682.5,1.0,780.0
1,1.0,MG,19.0,F,0.0,3,522.2,631.5,542.1,471.7,1.0,860.0
2,1.0,MG,18.0,M,0.0,2,421.5,580.0,536.1,395.9,1.0,600.0
1,3.0,AL,38.0,M,1.0,0,441.8,524.2,417.6,392.2,1.0,520.0
1,1.0,PE,34.0,F,0.0,2,498.5,489.5,535.9,488.6,1.0,360.0
2,1.0,RS,17.0,F,0.0,1,538.7,661.1,612.2,752.0,1.0,580.0
1,,MT,24.0,F,0.0,1,432.6,579.4,420.3,430.0,1.0,440.0
1,1.0,PA,19.0,M,0.0,3,555.0,626.3,635.7,602.9,1.0,700.0
1,1.0,SP,19.0,F,0.0,3,518.2,648.8,589.3,615.1,1.0,660.0
1,1.0,SP,19.0,F,0.0,1,462.4,596.5,552.4,516.6,1.0,340.0
1,1.0,MG,25.0,F,0.0,2,428.5,629.7,466.5,695.9,1.0,560.0
1,1.0,MA,26.0,F,0.0,3,506.6,539.7,461.0,434.6,1.0,360.0
1,1.0,RO,18.0,F,0.0,3,519.5,601.5,543.3,495.9,1.0,460.0
1,,GO,18.0,F,0.0,3,429.3,580.6,552.4,603.1,1.0,360.0
1,1.0,MG,28.0,M,0.0,1,423.8,564.0,438.9,558.0,1.0,360.0
1,1.0,PE,19.0,F,0.0,1,413.2,614.4,620.5,626.7,1.0,800.0
1,1.0,PE,21.0,M,0.0,3,559.5,587.5,595.0,673.6,1.0,720.0
2,1.0,CE,17.0,F,,0,539.3,563.9,562.9,549.9,1.0,740.0
1,,PE,18.0,F,0.0,4,491.9,629.9,636.0,521.9,1.0,640.0
1,,PA,20.0,F,0.0,1,419.9,496.1,485.7,414.8,1.0,300.0
1,1.0,PR,18.0,F,0.0,2,464.2,645.7,591.7,539.1,1.0,800.0
2,3.0,PE,17.0,F,0.0,3,453.7,609.0,509.6,490.2,1.0,540.0
1,1.0,BA,20.0,F,0.0,3,559.8,579.0,522.0,414.3,1.0,400.0
1,1.0,PR,20.0,M,0.0,3,525.4,616.7,548.7,454.4,1.0,540.0
1,1.0,ES,36.0,F,0.0,1,508.8,636.6,606.5,460.7,1.0,540.0
1,1.0,SP,19.0,M,0.0,3,478.0,563.2,563.8,611.5,1.0,740.0
2,1.0,GO,18.0,M,0.0,1,422.8,429.5,508.2,525.1,1.0,340.0
1,1.0,CE,22.0,M,0.0,3,480.0,572.8,578.6,686.9,1.0,860.0
1,1.0,BA,19.0,F,0.0,2,505.9,447.9,454.5,421.9,1.0,400.0
1,1.0,SP,18.0,F,0.0,1,588.1,668.5,633.7,533.7,1.0,900.0
1,1.0,MT,25.0,M,0.0,1,529.1,663.9,640.5,570.5,1.0,580.0
1,,PI,20.0,M,0.0,3,472.1,623.3,583.1,508.3,1.0,800.0
1,1.0,AL,56.0,M,0.0,1,430.8,581.3,419.7,384.4,1.0,720.0
1,1.0,ES,19.0,F,0.0,1,531.9,663.9,618.9,552.7,1.0,600.0
1,1.0,MG,18.0,M,0.0,2,560.5,664.8,592.1,463.4,1.0,700.0
1,1.0,PE,26.0,F,0.0,4,411.1,536.5,520.0,444.0,1.0,520.0
1,1.0,PE,29.0,F,0.0,3,569.4,637.6,556.4,607.7,1.0,900.0
1,1.0,BA,19.0,M,0.0,2,380.4,571.2,551.3,531.9,1.0,840.0
1,1.0,MG,31.0,F,0.0,3,580.7,650.3,600.7,738.1,1.0,520.0
1,1.0,RS,27.0,F,0.0,1,469.7,610.2,490.2,428.9,1.0,520.0
1,1.0,GO,39.0,F,,3,491.9,581.5,437.5,522.8,1.0,440.0
1,1.0,MG,23.0,M,0.0,3,488.5,504.3,526.5,560.3,1.0,540.0
1,1.0,PE,24.0,M,0.0,2,480.8,657.2,587.7,481.7,1.0,520.0
1,1.0,GO,19.0,F,0.0,3,472.7,516.9,477.5,403.8,1.0,340.0
1,1.0,PR,17.0,F,0.0,3,499.4,591.8,563.4,511.1,1.0,720.0
1,1.0,ES,32.0,M,1.0,3,574.9,607.4,560.9,629.1,1.0,640.0
1,1.0,AM,24.0,M,0.0,3,544.4,671.3,493.3,707.6,1.0,680.0
1,1.0,GO,23.0,F,0.0,3,521.3,646.8,583.4,446.4,1.0,600.0
1,1.0,MA,24.0,M,0.0,3,459.7,499.3,419.4,481.6,1.0,340.0
1,,RJ,34.0,F,,3,478.9,478.5,569.8,497.7,1.0,300.0
2,1.0,SP,17.0,M,0.0,3,632.5,636.8,599.9,689.7,1.0,640.0
1,1.0,MA,25.0,M,0.0,3,378.5,582.6,391.0,670.7,1.0,520.0
2,3.0,MT,25.0,M,0.0,3,489.0,627.7,572.5,636.7,1.0,460.0
1,1.0,MG,25.0,F,0.0,3,558.0,624.5,554.1,485.8,1.0,560.0
1,1.0,AP,24.0,F,0.0,2,495.0,605.1,525.2,581.9,1.0,960.0
1,1.0,PR,21.0,F,0.0,1,480.0,551.0,571.8,483.4,1.0,340.0
4,1.0,DF,17.0,F,0.0,1,645.2,661.9,644.3,644.1,1.0,780.0
1,1.0,PE,19.0,M,0.0,3,512.1,497.8,406.4,504.2,1.0,340.0
1,1.0,MG,39.0,F,2.0,3,501.9,635.4,518.6,459.3,1.0,480.0
2,1.0,PI,17.0,F,0.0,2,462.7,575.3,407.4,515.1,1.0,340.0
1,1.0,SP,24.0,M,0.0,0,682.1,693.1,621.5,664.5,1.0,800.0
1,1.0,PA,17.0,F,0.0,3,500.3,669.7,589.1,630.4,1.0,780.0
1,1.0,SP,20.0,F,0.0,3,670.4,662.7,587.6,500.4,1.0,920.0
2,1.0,DF,18.0,M,0.0,3,584.8,652.6,589.8,536.9,1.0,580.0
2,1.0,RS,19.0,F,0.0,3,541.5,610.8,565.2,585.4,1.0,520.0
1,1.0,TO,23.0,M,0.0,3,369.3,432.8,368.6,441.3,1.0,440.0
1,1.0,PA,23.0,M,0.0,3,598.4,638.5,529.2,456.5,1.0,380.0
2,1.0,MS,17.0,M,0.0,3,618.7,623.0,607.1,713.1,1.0,800.0
1,1.0,RJ,27.0,M,,3,606.1,644.8,551.4,642.0,1.0,340.0
1,1.0,RS,18.0,F,0.0,1,478.2,629.8,581.1,448.2,1.0,620.0
1,1.0,SP,27.0,F,0.0,1,430.8,560.8,521.1,569.1,1.0,580.0
1,1.0,CE,26.0,F,0.0,3,492.2,598.6,478.9,477.3,1.0,380.0
1,1.0,PI,21.0,F,0.0,3,443.4,607.1,522.5,384.9,1.0,520.0
2,1.0,BA,17.0,F,0.0,2,470.3,584.6,558.5,510.3,1.0,440.0
1,1.0,SP,34.0,F,0.0,1,551.9,653.2,577.0,627.4,1.0,460.0
1,1.0,MA,35.0,F,,2,510.6,403.9,493.2,478.9,3.0,0.0
1,1.0,AL,21.0,M,0.0,1,439.0,586.4,519.3,541.5,1.0,580.0
1,1.0,PE,23.0,F,1.0,3,582.9,571.5,572.8,557.3,1.0,840.0
1,1.0,PB,19.0,F,0.0,3,440.1,562.8,507.6,456.8,1.0,460.0
1,3.0,MG,24.0,F,0.0,3,407.8,571.3,455.4,466.2,1.0,220.0
1,1.0,GO,25.0,M,0.0,3,454.2,589.4,543.3,556.5,1.0,520.0
1,1.0,RJ,19.0,M,0.0,1,497.2,603.9,556.0,590.1,1.0,340.0
