TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
1,1.0,CE,25.0,M,0.0,3,440.5,518.5,558.6,410.4,1.0,420.0
1,1.0,SP,17.0,F,0.0,2,406.9,558.2,455.6,427.0,1.0,340.0
1,1.0,SP,19.0,M,0.0,1,517.5,624.1,557.8,453.1,1.0,400.0
1,1.0,PA,24.0,F,0.0,2,362.8,499.4,481.9,390.8,1.0,340.0
1,1.0,SP,18.0,F,0.0,1,572.2,562.5,534.6,527.6,1.0,540.0
4,1.0,BA,18.0,F,0.0,1,596.8,675.7,647.1,691.4,1.0,880.0
4,1.0,PR,17.0,M,0.0,3,683.9,702.3,638.4,786.3,1.0,880.0
1,1.0,BA,20.0,M,0.0,2,504.9,559.0,611.7,634.7,1.0,640.0
1,1.0,PA,21.0,M,0.0,3,462.7,619.4,425.4,413.3,1.0,460.0
1,1.0,CE,20.0,F,0.0,3,488.5,467.5,477.9,472.8,1.0,680.0
1,,SP,19.0,F,0.0,3,587.9,684.0,480.2,553.9,1.0,560.0
1,1.0,SP,27.0,F,0.0,2,604.0,647.1,596.3,402.6,1.0,680.0
1,1.0,MA,18.0,F,0.0,3,476.8,602.4,485.6,444.7,1.0,580.0
1,1.0,BA,33.0,F,0.0,2,400.5,614.6,555.8,452.8,1.0,340.0
2,1.0,RN,20.0,M,0.0,1,367.3,494.7,431.8,400.5,1.0,280.0
1,,RN,17.0,F,0.0,1,409.2,659.3,628.7,543.2,1.0,360.0
2,1.0,PA,18.0,F,0.0,1,383.5,521.8,417.6,482.2,1.0,280.0
1,1.0,SP,29.0,M,0.0,0,596.4,579.5,516.6,600.6,1.0,480.0
1,,SP,45.0,M,1.0,3,438.8,607.2,394.4,496.5,1.0,420.0
1,1.0,MT,29.0,F,0.0,3,447.6,551.6,432.5,461.2,1.0,300.0
1,1.0,CE,21.0,F,0.0,3,448.2,528.7,524.6,506.2,1.0,560.0
2,1.0,SP,17.0,F,0.0,3,464.8,424.8,364.4,480.2,1.0,600.0
1,,BA,51.0,M,1.0,0,609.2,501.6,556.0,538.5,1.0,560.0
1,1.0,RJ,19.0,F,0.0,1,459.2,501.4,351.8,569.7,1.0,460.0
1,1.0,MG,17.0,F,0.0,3,563.9,640.9,546.3,550.7,1.0,580.0
2,1.0,RR,17.0,F,0.0,3,466.9,573.2,514.5,434.6,1.0,340.0
1,1.0,MA,18.0,F,,3,491.3,567.6,495.2,531.9,1.0,380.0
1,1.0,RJ,22.0,M,0.0,3,571.4,651.4,571.5,623.3,1.0,560.0
2,1.0,PE,18.0,F,0.0,1,468.7,555.1,445.2,413.6,1.0,340.0
1,1.0,PE,21.0,F,0.0,3,426.5,575.2,524.5,446.6,1.0,340.0
2,1.0,SP,18.0,F,0.0,1,531.3,640.8,567.1,558.5,1.0,360.0
1,3.0,PR,26.0,M,0.0,2,523.6,666.8,606.4,558.8,1.0,380.0
1,1.0,ES,20.0,F,0.0,3,538.0,631.1,583.4,649.7,1.0,720.0
2,1.0,PR,17.0,F,0.0,1,387.8,551.0,492.5,399.4,1.0,440.0
1,,CE,27.0,M,0.0,1,534.3,640.8,599.7,712.9,1.0,700.0
1,3.0,PR,34.0,F,0.0,3,533.9,615.9,437.2,469.4,1.0,360.0
4,1.0,SP,17.0,M,0.0,1,547.8,455.1,560.9,563.6,1.0,640.0
1,1.0,SP,21.0,M,0.0,1,449.7,593.8,493.2,431.7,1.0,400.0
1,,PB,18.0,F,0.0,3,528.4,536.3,618.0,656.5,1.0,360.0
1,1.0,PE,19.0,F,0.0,1,640.5,697.4,677.5,701.6,1.0,940.0
1,1.0,BA,18.0,F,0.0,3,422.0,495.1,502.0,378.5,1.0,580.0
2,1.0,PA,18.0,M,0.0,3,499.7,578.2,424.4,385.6,1.0,860.0
1,1.0,RJ,18.0,F,0.0,3,591.9,631.9,575.5,530.7,1.0,540.0
4,1.0,MS,18.0,F,0.0,3,413.2,539.0,494.9,451.6,1.0,540.0
1,1.0,PA,27.0,F,,3,573.4,533.5,450.0,411.7,1.0,520.0
2,1.0,BA,18.0,F,0.0,2,478.6,639.8,631.0,548.5,1.0,680.0
1,,DF,20.0,F,0.0,1,406.4,569.7,512.1,538.0,1.0,740.0
1,1.0,RJ,18.0,F,0.0,3,471.5,526.9,449.1,608.2,1.0,380.0
1,1.0,MG,19.0,F,0.0,1,456.0,614.9,532.9,512.4,1.0,560.0
1,1.0,SP,27.0,F,0.0,3,518.4,650.2,589.8,607.8,1.0,640.0
2,1.0,PA,17.0,F,0.0,3,554.0,606.2,597.5,618.5,1.0,620.0
2,1.0,CE,18.0,F,0.0,3,462.1,543.5,511.2,607.5,1.0,780.0
1,1.0,CE,18.0,F,0.0,1,406.2,434.1,457.5,392.0,1.0,240.0
2,1.0,CE,19.0,M,0.0,0,507.1,499.3,605.5,606.5,1.0,640.0
1,1.0,SP,26.0,F,0.0,1,407.7,541.2,380.4,635.1,1.0,320.0
1,,CE,18.0,F,0.0,3,631.2,724.9,650.1,738.7,1.0,840.0
1,1.0,GO,26.0,F,0.0,3,549.2,487.9,456.7,443.6,1.0,680.0
2,1.0,DF,18.0,F,0.0,1,425.5,540.6,518.4,498.2,1.0,600.0
1,1.0,ES,18.0,F,0.0,1,614.5,690.1,628.9,718.0,1.0,960.0
1,1.0,RN,21.0,M,0.0,1,414.9,416.0,397.1,490.6,1.0,260.0
1,1.0,PA,38.0,F,1.0,4,402.8,525.2,458.6,501.7,1.0,320.0
4,1.0,CE,17.0,F,0.0,1,625.1,706.9,691.9,746.2,1.0,900.0
1,1.0,RN,24.0,M,0.0,3,509.5,485.2,527.4,545.8,1.0,620.0
1,,RS,24.0,M,0.0,2,411.1,450.7,385.8,445.2,6.0,0.0
4,1.0,BA,17.0,F,0.0,3,429.8,526.5,495.9,437.8,1.0,640.0
1,1.0,RN,31.0,F,0.0,1,458.5,616.2,530.9,529.4,1.0,520.0
2,1.0,PE,17.0,F,0.0,3,561.7,531.8,562.4,447.5,1.0,600.0
2,1.0,SP,17.0,F,0.0,1,556.5,627.3,619.2,563.7,1.0,380.0
1,1.0,GO,21.0,M,0.0,2,443.9,604.1,426.8,505.4,1.0,520.0
1,,BA,19.0,F,0.0,1,505.6,666.5,540.3,603.9,1.0,780.0
1,1.0,ES,19.0,F,0.0,3,469.5,669.2,598.5,767.8,1.0,680.0
2,3.0,CE,19.0,M,0.0,3,427.9,683.3,598.2,629.6,1.0,640.0
1,3.0,RJ,56.0,F,0.0,3,494.3,646.2,602.1,554.4,1.0,600.0
1,1.0,AL,24.0,F,1.0,1,397.8,572.9,471.1,511.3,1.0,860.0
1,,SP,18.0,F,0.0,1,522.9,643.2,580.1,648.7,1.0,800.0
4,1.0,RJ,17.0,F,0.0,1,591.1,623.5,606.1,662.6,1.0,520.0
1,1.0,MG,22.0,F,0.0,1,517.3,686.2,611.4,719.4,1.0,580.0
1,1.0,MT,19.0,F,0.0,1,445.4,428.4,587.5,593.0,1.0,520.0
2,1.0,CE,18.0,M,0.0,3,379.9,403.7,501.4,412.9,1.0,360.0
1,1.0,RJ,20.0,F,0.0,1,468.6,465.5,510.9,400.5,1.0,660.0
1,1.0,MG,31.0,F,1.0,1,592.4,543.1,550.4,609.9,1.0,380.0
1,,RJ,23.0,M,0.0,3,625.5,506.9,573.0,568.3,1.0,400.0
1,,ES,20.0,F,0.0,3,451.3,564.5,496.4,461.1,1.0,580.0
2,1.0,SP,17.0,F,0.0,2,440.9,577.1,582.6,625.6,1.0,440.0
2,1.0,PA,18.0,F,0.0,3,446.8,469.6,487.2,466.8,1.0,500.0
1,,RJ,22.0,M,0.0,2,479.3,647.1,574.5,424.9,1.0,460.0
1,,MA,16.0,F,0.0,1,577.7,481.0,565.2,629.3,1.0,380.0
2,1.0,AP,17.0,M,,3,475.7,578.8,518.0,514.5,1.0,460.0
1,1.0,RJ,18.0,F,0.0,1,398.4,604.7,576.1,498.2,1.0,360.0
1,1.0,GO,20.0,F,0.0,1,371.5,485.7,498.3,482.4,1.0,640.0
1,,PB,18.0,F,1.0,3,512.1,625.2,510.1,465.2,1.0,500.0
1,1.0,RJ,26.0,F,1.0,4,406.4,497.5,491.1,465.4,1.0,300.0
1,1.0,AP,20.0,F,0.0,3,388.9,521.2,517.3,492.3,1.0,460.0
1,1.0,BA,16.0,F,0.0,3,445.2,407.6,449.9,383.8,4.0,0.0
1,3.0,SP,21.0,F,0.0,3,493.7,494.7,544.7,480.6,1.0,520.0
1,,RS,23.0,M,0.0,1,585.0,690.7,618.4,512.2,1.0,660.0
1,,MA,19.0,F,0.0,1,453.4,543.1,428.4,502.4,1.0,360.0
1,1.0,MT,18.0,F,0.0,3,408.7,510.3,528.7,414.7,1.0,300.0
1,1.0,DF,20.0,F,0.0,3,545.5,620.7,504.3,459.6,1.0,760.0
1,1.0,SE,21.0,F,0.0,3,438.1,477.0,395.0,433.0,1.0,400.0
1,1.0,AM,23.0,F,0.0,3,514.5,577.4,465.4,467.8,1.0,240.0
1,,PB,17.0,F,0.0,3,579.2,603.8,585.1,610.4,1.0,500.0
2,3.0,RO,19.0,F,0.0,3,437.9,434.2,486.6,432.1,1.0,560.0
1,1.0,BA,18.0,F,0.0,3,519.3,481.3,572.8,510.6,1.0,780.0
2,1.0,CE,17.0,M,0.0,3,490.3,547.3,492.6,449.7,1.0,540.0
1,,PI,24.0,F,0.0,3,685.6,664.0,634.0,724.7,1.0,900.0
2,1.0,CE,21.0,F,0.0,3,497.1,578.2,570.5,449.7,1.0,600.0
1,3.0,RJ,19.0,M,0.0,1,404.6,513.6,506.7,546.1,1.0,440.0
2,1.0,SC,17.0,F,0.0,1,532.0,636.3,540.5,617.6,1.0,800.0
1,,SP,20.0,F,0.0,1,681.3,615.3,664.7,715.7,1.0,840.0
2,1.0,CE,17.0,F,0.0,3,496.1,464.8,535.6,577.5,1.0,560.0
2,1.0,RJ,17.0,F,0.0,3,574.4,671.0,637.2,633.8,1.0,720.0
1,,RS,16.0,M,0.0,1,497.9,665.5,537.2,675.0,1.0,400.0
2,1.0,AC,18.0,F,0.0,3,453.7,615.9,544.1,587.3,1.0,360.0
1,1.0,SP,23.0,M,0.0,2,589.2,643.4,604.7,718.0,1.0,640.0
2,1.0,CE,18.0,M,0.0,3,495.5,595.7,506.1,413.8,1.0,380.0
2,1.0,MT,18.0,F,0.0,1,465.8,554.2,414.6,435.5,1.0,460.0
1,,PB,21.0,F,0.0,3,693.9,684.5,622.8,706.2,1.0,960.0
1,,ES,18.0,M,0.0,3,575.8,670.2,485.4,560.7,1.0,880.0
2,1.0,BA,17.0,F,0.0,2,400.6,534.5,470.5,424.0,1.0,340.0
2,1.0,PR,17.0,F,0.0,1,490.2,611.2,559.1,645.7,1.0,320.0
1,,MG,24.0,M,0.0,3,499.1,436.0,487.1,433.8,1.0,480.0
1,1.0,MG,18.0,M,0.0,3,643.1,690.5,681.2,675.6,1.0,320.0
1,,SP,29.0,F,1.0,1,486.5,463.3,589.2,506.8,1.0,680.0
1,1.0,MA,21.0,M,0.0,3,411.3,476.1,474.0,434.7,1.0,600.0
3,3.0,PA,27.0,F,,3,536.2,613.7,554.4,523.2,1.0,340.0
1,1.0,DF,22.0,F,0.0,3,508.7,473.2,538.3,622.7,1.0,620.0
1,1.0,BA,20.0,F,0.0,2,518.2,634.0,555.0,562.4,1.0,720.0
1,1.0,BA,18.0,F,0.0,3,651.0,713.7,663.6,768.7,1.0,760.0
2,1.0,CE,16.0,F,0.0,3,389.2,597.3,491.0,434.6,1.0,560.0
1,1.0,PA,18.0,M,0.0,3,459.3,538.0,618.8,533.6,1.0,560.0
1,1.0,PE,19.0,F,0.0,4,411.0,544.3,461.2,466.3,1.0,500.0
2,1.0,BA,17.0,F,,3,432.8,623.9,542.3,500.6,1.0,640.0
1,1.0,PB,29.0,F,0.0,3,421.4,571.1,434.0,449.0,1.0,380.0
1,1.0,SP,26.0,F,0.0,3,425.6,535.8,494.1,650.5,1.0,340.0
4,1.0,SC,17.0,F,0.0,1,530.1,623.1,590.8,695.9,1.0,620.0
2,1.0,PI,17.0,M,0.0,0,556.5,591.1,507.8,509.6,1.0,640.0
1,1.0,RS,33.0,F,0.0,2,441.5,399.1,539.1,493.7,1.0,700.0
2,1.0,SP,17.0,F,0.0,1,478.5,618.3,568.2,549.8,1.0,640.0
1,,SP,29.0,F,1.0,1,408.7,653.8,510.6,479.8,1.0,540.0
1,1.0,SP,25.0,F,0.0,1,631.7,677.7,649.6,585.4,1.0,840.0
1,1.0,MA,22.0,F,0.0,1,459.4,601.0,531.3,466.3,1.0,740.0
1,1.0,MT,18.0,F,0.0,3,488.7,406.3,518.4,386.7,1.0,300.0
1,1.0,PE,20.0,F,0.0,3,458.3,603.5,551.3,556.9,1.0,580.0
1,1.0,MA,19.0,F,0.0,3,426.4,458.5,497.8,454.0,1.0,620.0
1,1.0,MA,30.0,F,0.0,3,435.5,574.9,561.4,483.5,1.0,520.0
1,1.0,PB,18.0,M,0.0,3,475.6,642.4,572.6,431.3,1.0,420.0
1,1.0,CE,29.0,F,0.0,3,655.5,695.9,654.9,740.5,1.0,700.0
1,,ES,23.0,F,0.0,1,430.5,616.3,548.2,579.7,1.0,880.0
1,1.0,SP,50.0,F,1.0,1,552.4,646.3,584.0,411.3,1.0,460.0
1,1.0,PR,18.0,F,0.0,1,605.0,650.1,610.6,594.4,1.0,720.0
1,1.0,MG,20.0,F,0.0,2,444.4,486.8,491.2,453.2,1.0,540.0
1,,MG,16.0,M,0.0,1,611.8,649.9,574.8,711.5,1.0,840.0
2,1.0,MT,16.0,M,0.0,3,397.4,517.3,474.8,424.6,1.0,240.0
1,1.0,PR,24.0,F,0.0,1,504.1,620.6,568.4,596.0,1.0,540.0
1,1.0,PE,21.0,M,0.0,3,508.4,604.2,547.1,557.7,1.0,620.0
1,1.0,MG,54.0,F,0.0,2,435.0,622.2,551.3,389.8,1.0,560.0
2,1.0,CE,17.0,M,0.0,1,508.5,633.1,576.7,510.6,1.0,740.0
4,1.0,RJ,19.0,F,0.0,3,555.0,615.5,614.7,577.1,1.0,640.0
1,3.0,CE,70.0,M,1.0,3,524.9,621.6,410.5,480.7,1.0,220.0
1,1.0,SP,18.0,F,0.0,3,521.9,456.6,504.8,522.9,1.0,800.0
2,1.0,SP,18.0,F,0.0,2,393.7,583.6,548.7,529.2,1.0,660.0
1,1.0,PA,20.0,M,0.0,3,482.5,434.8,444.8,498.8,1.0,440.0
1,,RS,22.0,M,0.0,1,526.6,660.6,625.4,699.6,1.0,500.0
1,1.0,SP,18.0,F,0.0,3,430.6,585.3,561.3,505.7,1.0,340.0
1,,SP,18.0,F,0.0,2,603.9,648.4,650.4,644.8,1.0,880.0
2,1.0,CE,17.0,F,0.0,2,445.4,574.9,536.2,415.8,1.0,680.0
1,1.0,RN,22.0,F,0.0,3,382.6,567.9,493.9,426.7,1.0,460.0
1,1.0,MG,19.0,F,0.0,1,623.1,643.8,640.7,593.1,1.0,820.0
1,1.0,PA,38.0,F,0.0,3,520.0,542.9,416.2,386.5,1.0,340.0
1,1.0,PB,20.0,F,0.0,3,480.0,600.0,607.3,451.8,1.0,320.0
1,1.0,MG,17.0,M,0.0,3,527.6,609.8,561.7,647.3,1.0,760.0
1,,RJ,24.0,F,0.0,1,393.6,565.3,518.5,542.3,1.0,280.0
2,1.0,PI,16.0,M,0.0,3,459.6,484.9,561.4,646.4,1.0,340.0
1,3.0,RN,22.0,M,0.0,1,410.6,459.3,573.3,443.0,8.0,0.0
1,,RJ,30.0,M,0.0,3,571.4,598.1,563.1,549.7,1.0,520.0
1,3.0,RJ,62.0,F,2.0,1,496.5,616.3,544.7,457.6,1.0,400.0
1,,SP,27.0,M,0.0,1,437.6,693.1,630.6,543.9,1.0,680.0
1,,MG,20.0,F,0.0,3,560.7,663.0,610.0,653.2,1.0,500.0
2,1.0,SC,18.0,M,0.0,1,478.2,624.0,554.7,653.0,1.0,640.0
2,1.0,CE,17.0,F,0.0,3,452.2,462.9,483.3,562.7,1.0,300.0
1,1.0,CE,21.0,F,0.0,4,541.1,586.2,548.9,532.6,1.0,360.0
1,1.0,PE,18.0,F,0.0,3,500.8,562.8,510.0,493.4,1.0,660.0
2,1.0,CE,18.0,F,0.0,3,517.0,574.7,532.2,502.2,1.0,360.0
1,,SP,21.0,M,0.0,1,567.8,644.2,597.6,625.8,1.0,360.0
1,1.0,CE,21.0,F,0.0,3,401.8,453.9,420.0,433.0,1.0,520.0
2,1.0,TO,17.0,F,0.0,3,462.5,559.8,498.6,388.2,1.0,560.0
1,1.0,AC,20.0,M,0.0,3,589.3,659.3,528.5,490.6,1.0,780.0
1,,SP,23.0,F,0.0,0,460.4,527.3,413.4,418.3,1.0,260.0
1,1.0,MG,19.0,M,0.0,3,623.4,686.4,612.2,744.9,1.0,900.0
2,1.0,CE,17.0,M,0.0,1,566.6,550.6,504.3,554.1,1.0,720.0
1,,SE,17.0,F,0.0,3,541.7,594.7,550.8,581.6,1.0,820.0
2,1.0,CE,18.0,F,0.0,3,447.2,594.2,518.2,495.5,1.0,720.0
1,,RJ,18.0,F,0.0,2,678.4,722.6,634.8,830.9,1.0,960.0
1,1.0,SP,32.0,F,0.0,1,559.3,646.0,675.1,503.8,1.0,660.0
2,1.0,RJ,17.0,F,0.0,3,529.4,629.0,573.2,602.4,1.0,600.0
1,1.0,BA,20.0,F,0.0,1,425.5,591.5,549.2,528.1,1.0,700.0
2,1.0,CE,17.0,M,0.0,3,435.9,402.5,414.5,460.7,1.0,460.0
1,,AM,20.0,M,0.0,3,409.1,,,534.1,,
1,,ES,19.0,F,0.0,1,612.5,670.3,621.4,540.4,1.0,720.0
2,1.0,BA,18.0,F,0.0,1,586.6,598.6,519.7,636.4,1.0,840.0
1,1.0,RN,20.0,F,0.0,1,466.0,598.2,566.1,593.7,1.0,740.0
1,3.0,BA,48.0,M,0.0,1,499.9,672.4,626.2,465.8,1.0,680.0
1,1.0,RS,21.0,F,0.0,1,603.8,657.5,623.4,607.8,1.0,880.0
1,1.0,RN,24.0,F,0.0,1,481.8,405.4,534.4,478.2,1.0,340.0
1,1.0,BA,19.0,M,0.0,2,536.9,541.7,548.0,569.1,1.0,380.0
1,1.0,PA,34.0,F,0.0,2,490.6,567.6,361.7,404.6,1.0,360.0
2,1.0,SP,17.0,M,,3,458.3,440.8,599.5,401.3,1.0,560.0
1,1.0,MG,18.0,M,0.0,1,608.9,602.7,586.1,750.8,1.0,840.0
1,1.0,AM,19.0,F,0.0,3,417.6,429.5,591.7,486.3,1.0,640.0
1,,SP,19.0,F,0.0,3,501.4,565.7,497.2,487.5,1.0,360.0
1,,ES,19.0,F,0.0,1,691.9,685.5,676.7,772.2,1.0,720.0
1,1.0,RS,17.0,M,0.0,1,505.2,549.5,534.9,451.9,1.0,480.0
1,1.0,MG,19.0,F,0.0,1,515.1,616.7,591.2,637.1,1.0,640.0
1,,GO,38.0,M,1.0,2,601.6,635.3,561.4,561.8,1.0,600.0
1,1.0,BA,32.0,F,0.0,2,574.3,456.5,395.4,432.8,1.0,260.0
1,,GO,20.0,M,0.0,3,436.7,637.2,550.1,643.4,1.0,560.0
1,1.0,PA,18.0,M,0.0,3,562.7,543.5,527.9,491.4,1.0,660.0
1,1.0,CE,29.0,F,0.0,1,453.1,577.4,521.2,486.4,1.0,380.0
1,1.0,SP,26.0,F,0.0,2,524.9,677.7,627.3,581.7,1.0,520.0
1,1.0,DF,20.0,M,0.0,3,476.3,615.2,558.9,544.6,1.0,800.0
1,,BA,18.0,F,0.0,1,435.9,484.6,505.7,421.6,1.0,400.0
1,1.0,MG,23.0,F,0.0,3,413.8,402.7,438.4,476.1,1.0,240.0
1,1.0,TO,23.0,F,0.0,3,538.5,527.2,489.9,528.1,1.0,620.0
1,1.0,MT,20.0,F,0.0,2,515.4,665.7,617.9,695.2,1.0,400.0
1,1.0,AM,22.0,M,0.0,3,540.0,425.2,387.8,520.2,1.0,340.0
1,,AL,19.0,F,0.0,1,682.6,693.1,615.2,802.4,1.0,900.0
1,1.0,SP,18.0,F,0.0,1,582.3,662.8,589.3,746.2,1.0,720.0
1,1.0,PE,19.0,F,0.0,2,444.4,615.5,557.8,506.2,1.0,280.0
1,1.0,RS,39.0,F,1.0,2,467.0,585.9,496.3,506.0,1.0,380.0
1,3.0,GO,21.0,F,0.0,1,483.3,432.4,382.0,509.0,1.0,320.0
4,1.0,RJ,17.0,F,0.0,1,560.1,626.7,630.1,735.2,1.0,960.0
2,1.0,CE,18.0,M,0.0,2,581.9,614.5,597.6,694.1,1.0,620.0
4,1.0,RJ,19.0,F,0.0,1,627.8,631.6,529.2,543.1,1.0,720.0
2,1.0,SP,17.0,F,0.0,2,430.1,604.2,562.4,554.6,1.0,580.0
1,1.0,RJ,19.0,F,0.0,3,559.9,644.2,559.5,456.1,1.0,840.0
1,1.0,MA,18.0,F,0.0,3,585.9,625.9,572.2,573.9,1.0,860.0
2,1.0,RS,18.0,F,0.0,1,523.1,588.8,554.9,502.6,1.0,720.0
1,1.0,SC,19.0,F,0.0,1,424.9,597.5,554.5,584.0,1.0,520.0
1,,GO,26.0,M,0.0,1,472.8,,,443.3,,
1,,PA,24.0,F,1.0,3,483.5,574.1,499.6,495.7,1.0,320.0
1,1.0,MA,17.0,F,0.0,5,444.3,550.0,519.8,546.9,1.0,560.0
2,1.0,CE,21.0,M,0.0,3,369.5,540.8,503.5,483.2,1.0,520.0
1,1.0,ES,19.0,F,0.0,3,592.8,662.8,578.1,582.1,1.0,520.0
2,3.0,PI,23.0,F,0.0,3,431.1,521.3,441.6,442.9,1.0,320.0
1,1.0,MS,22.0,M,0.0,1,439.1,599.2,506.9,582.2,1.0,420.0
1,,RJ,17.0,F,0.0,1,474.2,608.9,564.2,611.0,1.0,540.0
1,1.0,MT,23.0,M,0.0,3,583.0,667.6,624.8,606.3,1.0,620.0
1,1.0,MG,40.0,M,1.0,1,547.2,418.2,435.6,533.2,1.0,600.0
1,1.0,RS,18.0,M,0.0,2,492.6,518.1,523.0,501.5,1.0,300.0
1,1.0,MA,21.0,F,0.0,3,427.7,494.9,547.3,566.8,1.0,340.0
1,1.0,SP,17.0,M,0.0,3,471.4,615.5,597.0,647.2,1.0,500.0
1,3.0,PA,40.0,F,0.0,3,457.9,486.3,445.2,401.0,1.0,380.0
2,1.0,SP,17.0,F,0.0,3,567.5,604.8,597.1,657.4,1.0,660.0
1,,SP,26.0,M,0.0,1,542.1,561.9,500.0,459.2,1.0,360.0
1,,SP,16.0,F,0.0,1,531.0,509.4,603.4,661.9,1.0,380.0
1,,SP,18.0,F,,1,510.7,626.3,614.8,477.4,1.0,860.0
1,1.0,PE,18.0,F,0.0,3,485.3,606.4,598.8,587.1,1.0,420.0
2,1.0,SP,18.0,M,0.0,1,453.6,599.0,579.1,536.0,1.0,520.0
1,1.0,RN,17.0,M,0.0,2,485.4,567.9,520.7,478.8,1.0,500.0
1,,AP,17.0,F,0.0,3,373.1,501.4,421.2,396.7,1.0,420.0
1,1.0,AP,17.0,F,0.0,2,430.7,438.4,425.8,513.9,1.0,300.0
1,1.0,MA,18.0,M,0.0,1,466.9,595.0,416.6,547.4,1.0,620.0
2,1.0,AL,18.0,F,0.0,3,521.7,440.4,492.5,398.8,1.0,580.0
1,1.0,MA,19.0,F,0.0,3,535.4,578.6,540.0,465.2,1.0,700.0
1,,SP,19.0,F,0.0,3,563.1,682.7,611.6,510.7,1.0,580.0
4,1.0,RJ,18.0,F,0.0,1,540.3,617.2,598.7,517.1,1.0,360.0
1,1.0,BA,18.0,F,0.0,3,556.5,615.3,593.4,523.2,1.0,660.0
1,1.0,SP,18.0,M,0.0,3,580.3,519.0,546.0,647.1,1.0,540.0
1,1.0,RS,24.0,F,0.0,1,545.9,632.9,609.5,548.5,1.0,600.0
1,,MS,31.0,M,0.0,3,473.7,597.1,529.3,500.5,1.0,480.0
2,1.0,MG,17.0,F,0.0,3,480.1,602.4,380.2,400.7,1.0,580.0
4,1.0,MG,17.0,F,,1,491.2,489.9,441.9,416.7,1.0,780.0
1,,RJ,16.0,M,0.0,1,553.9,594.7,619.0,672.2,1.0,500.0
1,,PR,22.0,F,1.0,1,473.0,468.8,470.0,463.3,1.0,360.0
2,1.0,MG,17.0,F,0.0,3,477.4,603.7,595.4,471.4,1.0,580.0
2,1.0,CE,19.0,F,0.0,3,444.4,550.4,408.3,522.7,1.0,360.0
1,1.0,SP,31.0,F,0.0,1,506.0,619.2,597.9,609.5,1.0,420.0
1,1.0,AM,18.0,F,0.0,3,420.0,585.6,497.4,528.0,1.0,420.0
1,1.0,SP,18.0,F,0.0,1,591.1,570.8,554.1,575.7,1.0,460.0
1,,MS,28.0,F,0.0,3,442.6,543.9,503.8,525.9,1.0,400.0
1,1.0,PA,28.0,F,0.0,3,574.7,621.4,527.2,583.0,1.0,540.0
1,,MG,18.0,F,0.0,3,549.8,657.7,632.7,648.8,1.0,740.0
1,,GO,44.0,F,1.0,1,484.7,532.4,472.8,380.1,1.0,420.0
2,1.0,BA,19.0,F,0.0,3,385.9,574.7,492.0,501.9,1.0,420.0
1,,MA,32.0,F,0.0,3,554.9,683.0,607.0,592.4,1.0,600.0
1,1.0,BA,27.0,F,0.0,2,472.3,606.4,653.1,464.1,1.0,640.0
1,,PA,16.0,M,0.0,3,415.1,437.8,497.2,514.5,4.0,0.0
1,,RS,16.0,M,0.0,2,497.2,633.7,571.7,445.1,1.0,400.0
1,1.0,SP,18.0,F,0.0,2,513.1,647.8,637.3,555.0,1.0,700.0
2,1.0,SP,17.0,M,0.0,1,498.0,657.2,579.8,534.2,1.0,440.0
2,1.0,SP,16.0,F,0.0,1,592.4,626.9,597.4,614.4,1.0,800.0
1,,BA,24.0,F,0.0,2,498.7,586.0,553.7,435.6,1.0,540.0
2,1.0,SP,17.0,F,0.0,1,509.9,620.2,610.5,547.5,1.0,580.0
1,,PR,19.0,F,0.0,1,550.5,613.1,556.3,552.4,1.0,500.0
1,1.0,MG,21.0,F,0.0,4,555.7,615.3,539.8,534.0,1.0,900.0
1,,RS,19.0,F,0.0,1,590.0,513.6,458.0,567.4,1.0,360.0
1,,ES,34.0,M,1.0,1,615.4,665.7,583.0,772.9,1.0,780.0
1,1.0,RN,19.0,F,0.0,1,453.3,410.9,519.4,541.6,1.0,600.0
1,1.0,BA,19.0,F,0.0,3,579.3,628.4,527.8,620.8,1.0,920.0
2,1.0,PA,27.0,M,0.0,3,638.8,640.2,566.5,628.1,1.0,620.0
2,1.0,PB,19.0,F,0.0,2,446.4,607.3,522.2,529.6,1.0,480.0
2,1.0,SP,17.0,M,0.0,1,464.3,445.3,490.9,380.6,1.0,360.0
1,,MA,15.0,F,0.0,3,428.6,588.4,558.2,431.6,1.0,680.0
2,1.0,PA,17.0,F,0.0,3,405.8,554.9,543.3,483.5,1.0,620.0
1,1.0,RJ,24.0,F,0.0,3,487.4,632.9,565.9,440.9,1.0,840.0
1,1.0,MA,18.0,F,0.0,3,458.7,579.0,492.9,523.6,1.0,700.0
1,,SP,18.0,M,0.0,1,570.4,653.5,570.5,674.0,1.0,580.0
1,,SP,18.0,M,0.0,3,458.1,469.6,481.9,421.1,1.0,580.0
4,3.0,SP,17.0,F,0.0,1,610.0,645.0,510.5,464.8,1.0,740.0
1,,SC,19.0,F,0.0,1,637.1,697.5,684.5,679.3,1.0,940.0
1,1.0,ES,27.0,F,0.0,1,568.4,721.2,625.0,733.5,1.0,800.0
1,,BA,18.0,M,0.0,3,422.1,484.5,473.1,531.0,1.0,560.0
